claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
232;22;F;1.0;98;30906;0;0;Rent;50029;2/17/2015;Tuesday;Local;0;0.0;45;Phone;0;6.959.449.217;4.0;Medium;27.505.168.869.999.900;other;1.314.030.695;0
233;62;M;1.0;85;41270;1;0;Own;20106;12/08/2016;Thursday;Local;3;0.0;80;Phone;1;5.693.607.468;8.0;Compact;3.879.010.093;gray;1.338.779.056;0
235;34;F;1.0;96;35265;1;1;Own;85029;01/09/2016;Saturday;Highway;2;0.0;50;Phone;0;4.229.660.181;3.0;Compact;431.156.692;black;2.936.968.377;0
236;56;M;1.0;88;40250;0;0;Rent;85001;02/07/2015;Saturday;Local;0;0.0;94;Phone;1;5.750.805.851;4.0;Medium;467.956.081;white;1.522.653.732;0
237;32;F;0.0;85;34648;1;1;Own;85080;5/14/2016;Saturday;Parking Lot;0;0.0;76;Phone;0;27.024.325.489.999.900;5.0;Compact;2.178.975.994;other;187.009.019;0
238;50;F;1.0;89;39128;1;0;Rent;50057;03/01/2015;Sunday;Parking Lot;1;0.0;99;Broker;0;618.995.955;6.0;Compact;1.252.784.909;blue;20.439.676.040.000.000;0
241;80;M;0.0;59;43828;1;0;Own;20159;6/21/2015;Sunday;Parking Lot;0;0.0;84;Phone;0;41.858.390.039.999.900;1.0;Compact;9.203.338.836;black;22.017.815.280.000.000;0
242;51;M;1.0;63;39326;1;1;Own;50036;07/05/2015;Sunday;Parking Lot;2;0.0;80;Broker;1;191.101.975;2.0;Compact;5.316.250.515;silver;1.958.285.249;0
245;52;M;0.0;74;39522;1;0;Rent;85042;01/12/2015;Monday;Local;0;0.0;13;Broker;0;641.288.499;5.0;Large;241.878.776;black;1.713.919.053;0
248;48;F;1.0;25;38707;0;0;Rent;80005;5/23/2015;Saturday;Local;0;0.0;50;Broker;1;3.404.837.697;1.0;Large;18.189.112.569.999.900;silver;1.161.115.328;0
256;47;M;1.0;95;38502;0;0;Own;85008;8/20/2016;Saturday;Highway;2;1.0;100;Phone;1;37.627.742.340.000.000;2.0;Medium;9.292.721.034.999.990;silver;2.091.433.802;0
257;25;M;0.0;75;32203;1;1;Rent;85074;08/04/2015;Tuesday;Parking Lot;2;0.0;0;Online;0;4.653.153.173;3.0;Medium;8.240.459.158;black;1.895.039.313;0
258;48;F;1.0;72;38715;1;0;Rent;80020;10/04/2016;Tuesday;Local;0;0.0;76;Broker;1;2.635.051.395;5.0;Large;3.149.750.588;gray;3.258.473.013;0
260;34;F;1.0;78;35257;0;1;Own;20163;4/20/2016;Wednesday;Local;2;0.0;64;Broker;0;6.612.770.279;8.0;Large;2.156.853.426;silver;2.573.978.456;0
261;37;M;1.0;89;36107;0;1;Rent;20103;10/05/2016;Wednesday;Highway;1;1.0;83;Broker;1;25.643.092.699.999.900;5.0;Large;1.413.645.386;other;33.443.971;0
262;38;M;0.0;61;36374;1;1;Own;80018;06/01/2015;Monday;Highway;1;0.0;10;Phone;1;45.999.776.950.000.000;3.0;Compact;1.121.944.187;gray;125.766.895;0
266;52;M;1.0;84;39509;1;0;Rent;20147;12/13/2015;Sunday;Highway;0;1.0;3;Phone;1;6.011.649.372;6.0;Medium;2.252.725.849;blue;1.287.742.713;0
268;44;F;0.0;81;37841;1;1;Own;20107;09/11/2016;Sunday;Local;1;0.0;0;Phone;1;34.119.352.729.999.900;5.0;Large;4.475.848.747;red;44.783.254.310.000.000;1
271;33;F;1.0;67;34980;1;1;Own;85037;3/27/2016;Sunday;Local;0;0.0;50;Phone;1;753.321.834;3.0;Large;2.199.221.936;black;2.497.847.619;0
274;49;F;0.0;79;38931;1;1;Own;20109;9/26/2015;Saturday;Parking Lot;1;0.0;50;Broker;1;8.592.558.578;6.0;Compact;146.930.375;red;1.648.378.137;1
275;60;F;1.0;71;40952;1;0;Own;50038;10/23/2015;Friday;Parking Lot;1;0.0;70;Broker;1;4.998.742.216;6.0;Compact;6.168.536.327;black;2.895.212.913;0
277;52;M;1.0;50;39500;1;0;Rent;80031;5/22/2015;Friday;Parking Lot;0;;8;Phone;0;2.990.342.285;4.0;Medium;1.921.160.627;blue;26.202.708.580.000.000;0
278;65;F;0.0;28;41743;1;0;Rent;15005;3/24/2016;Thursday;Parking Lot;0;1.0;3;Broker;1;3.204.851.078;4.0;Large;9.196.361.108;silver;1.492.623.874;0
279;47;F;1.0;82;38511;1;1;Rent;50009;12/07/2015;Monday;Highway;4;0.0;93;Phone;1;1.056.301.678;6.0;Large;13.428.662.180.000.000;other;15.892.887.380.000.000;0
280;40;M;1.0;89;36891;0;0;Rent;20165;8/26/2016;Friday;Local;0;0.0;94;Phone;1;6.250.153.028;3.0;Medium;16.365.914.030.000.000;gray;3.909.242.649;0
283;38;F;1.0;67;36369;1;0;Rent;80026;02/07/2015;Saturday;Local;0;0.0;50;Broker;1;9.063.804.962.999.990;4.0;Compact;2.213.837.828;gray;4.741.280.332;0
284;44;F;1.0;67;37833;1;1;Own;15012;01/05/2016;Tuesday;Highway;1;1.0;95;Broker;1;3.075.579.175;8.0;Medium;2.215.490.606;red;3.291.157.387;0
285;52;M;1.0;87;39511;1;0;Rent;50022;12/27/2016;Tuesday;Local;0;0.0;1;Broker;1;1.937.791.819;7.0;Compact;2.918.909.873;white;5.044.125.448;0
287;43;M;1.0;71;37611;1;1;Rent;80012;12/07/2016;Wednesday;Local;1;0.0;50;Phone;1;6.650.958.686.999.990;5.0;Medium;18.972.583.880.000.000;gray;24.648.503.569.999.900;0
288;44;M;0.0;22;37839;0;0;Rent;80025;3/31/2015;Tuesday;Local;1;0.0;50;Phone;0;1.115.103.374;4.0;Medium;1.798.237.331;white;14.789.272.809.999.900;1
292;33;M;1.0;88;34971;1;0;Rent;85010;01/01/2015;Thursday;Parking Lot;0;0.0;47;Broker;0;2.398.934.033;3.0;Medium;11.090.996.720.000.000;black;25.922.991.169.999.900;0
294;37;F;1.0;29;36119;1;0;Rent;50041;6/28/2015;Sunday;Local;1;0.0;1;Phone;0;4.734.887.193;6.0;Large;26.761.510.280.000.000;other;1.855.279.651;0
295;44;F;1.0;88;37838;1;1;Rent;15025;6/30/2015;Tuesday;Parking Lot;0;0.0;73;Broker;0;2.917.494.285;4.0;Large;9.840.458.214;silver;2.191.561.118;0
296;45;F;1.0;79;38084;1;1;Rent;20115;7/22/2016;Friday;Local;0;0.0;82;Phone;1;32.090.170.190.000.000;4.0;Medium;7.548.164.118.000.000;red;35.462.550.610.000.000;0
298;45;M;0.0;79;38070;0;1;Own;50044;8/23/2015;Sunday;Highway;0;0.0;49;Broker;1;38.409.005.490.000.000;6.0;Large;2.569.749.632;red;3.829.177.575;1
299;41;F;1.0;69;37157;1;0;Rent;50008;04/01/2015;Wednesday;Parking Lot;0;0.0;18;Broker;1;67.174.955.709.999.900;7.0;Large;42.376.851.689.999.900;white;1.142.232.697;0
300;28;M;1.0;91;33301;1;1;Rent;20132;11/13/2015;Friday;Highway;0;0.0;19;Online;0;26.426.717.670.000.000;4.0;Compact;18.974.714.640.000.000;red;33.214.944.339.999.900;0
301;32;F;1.0;71;34661;0;1;Rent;15060;05/04/2016;Wednesday;Parking Lot;0;0.0;58;Online;0;6.907.495.274;7.0;Compact;3.335.183.836;silver;9.890.160.371;0
302;37;M;1.0;86;36111;1;1;Rent;80020;4/25/2015;Saturday;Parking Lot;2;0.0;97;Broker;1;4.671.427.922.999.990;2.0;Large;3.473.944.764;gray;1.424.038.272;0
303;22;M;1.0;67;30913;1;0;Rent;15021;1/26/2016;Tuesday;Highway;0;0.0;0;Phone;0;4.466.460.396;5.0;Medium;11.015.747.609.999.900;silver;3.858.960.187;0
305;22;M;0.0;95;30920;1;1;Rent;15022;11/12/2016;Saturday;Local;0;0.0;91;Online;1;8.030.423.032;4.0;Compact;36.418.858.680.000.000;white;2.369.785.285;0
306;41;F;1.0;74;37127;0;0;Rent;20111;04/10/2015;Friday;Highway;0;0.0;0;Broker;0;8.270.707.608;9.0;Large;9.657.022.189;gray;116.974.505;1
307;58;F;1.0;69;40598;1;1;Own;20120;06/05/2015;Friday;Highway;0;0.0;2;Broker;0;3.256.502.253;8.0;Large;2.817.541.166;gray;128.665.444;1
309;64;F;0.0;65;41597;1;1;Rent;85040;03/03/2015;Tuesday;Local;1;0.0;89;Broker;1;4.470.358.921;6.0;Compact;15.644.372.430.000.000;red;217.155.041;0
310;51;M;1.0;84;39321;1;0;Own;50008;12/18/2015;Friday;Highway;2;1.0;50;Phone;1;5.308.094.035;11.0;Compact;1.679.265.781;blue;4.955.097.728;0
311;33;F;1.0;79;34978;0;1;Own;50005;10/13/2016;Thursday;Local;3;0.0;30;Broker;1;3.042.668.244;10.0;Compact;1.251.391.085;gray;1.847.102.271;0
312;49;M;1.0;87;38924;1;0;Own;85074;6/13/2016;Monday;Highway;0;1.0;22;Broker;0;5.675.452.478;6.0;Medium;6.153.689.346;white;1.366.264.009;0
313;68;M;0.0;53;42204;1;1;Own;20136;03/06/2016;Sunday;Local;1;0.0;35;Broker;1;1.135.977.073;8.0;Medium;6.999.098.886;blue;1.232.431.485;1
315;51;M;1.0;73;39310;1;0;Rent;85068;12/22/2016;Thursday;Parking Lot;0;0.0;96;Phone;1;4.194.826.414;5.0;Medium;2.207.442.494;blue;4.287.713.683;0
316;50;M;1.0;78;39115;0;0;Rent;15025;6/20/2015;Saturday;Local;0;0.0;13;Phone;1;9.377.078.912;5.0;Large;1.753.392.178;white;3.423.980.037;0
318;42;M;1.0;68;37396;1;0;Rent;50049;2/16/2015;Monday;Local;0;1.0;18;Phone;1;3.700.992.762;4.0;Large;2.074.147.556;silver;1.978.363.625;0
319;41;M;1.0;97;37153;1;0;Rent;80042;3/20/2016;Sunday;Local;1;0.0;66;Broker;1;5.872.930.604;5.0;Medium;7.670.645.222;black;136.620.731;0
320;31;M;0.0;90;34368;1;1;Own;80106;4/22/2015;Wednesday;Parking Lot;0;0.0;27;Phone;1;2.903.146.347;4.0;Large;9.707.979.287.999.990;other;24.129.625.030.000.000;0
323;60;F;0.0;50;40940;1;1;Own;85041;2/23/2015;Monday;Parking Lot;0;0.0;98;Broker;1;8.477.042.806;7.0;Compact;3.705.718.632;gray;1.863.653.538;0
325;69;M;1.0;87;42353;1;1;Rent;50037;3/25/2015;Wednesday;Local;4;1.0;1;Phone;1;23.043.481.690.000.000;7.0;Large;17.320.945.330.000.000;red;4.454.060.298;0
326;45;F;1.0;61;38061;1;0;Own;20120;09/03/2015;Thursday;Local;0;0.0;21;Broker;0;2.873.264.289;2.0;Medium;3.203.579.795;red;2.329.846.973;0
328;22;M;0.0;66;30916;1;1;Own;15034;11/13/2016;Sunday;Local;0;0.0;49;Online;0;2.874.871.596;4.0;Compact;1.500.598.125;blue;34.604.310.880.000.000;0
329;45;M;1.0;70;38058;0;1;Own;20148;11/13/2015;Friday;Local;0;0.0;94;Online;0;2.625.402.703;6.0;Medium;1.915.131.085;white;1.751.788.542;1
330;48;F;1.0;85;38733;0;1;Own;80030;12/17/2016;Saturday;Local;0;0.0;60;Broker;0;6.727.282.243.000.000;4.0;Compact;2.994.233.231;black;4.123.605.432;0
331;56;F;0.0;75;40265;0;1;Rent;50005;12/24/2016;Saturday;Parking Lot;2;1.0;26;Phone;1;6.255.901.065.999.990;5.0;Large;2.918.756.163;blue;2.642.328.171;0
333;57;M;1.0;85;40427;1;0;Own;50039;01/03/2016;Sunday;Local;1;1.0;43;Broker;1;11.038.533.000.000.000;6.0;Compact;15.279.998.080.000.000;silver;1.376.247.316;0
334;51;M;1.0;46;39317;1;1;Rent;20105;06/06/2015;Saturday;Local;0;0.0;11;Phone;1;40.204.707.229.999.900;7.0;Compact;3.946.192.342;white;2.619.594.284;0
342;37;F;1.0;62;36086;1;1;Rent;85051;2/22/2016;Monday;Parking Lot;0;0.0;54;Phone;1;3.720.846.981;5.0;Large;4.421.870.562;red;4.344.830.768;0
348;81;F;1.0;97;43949;1;0;Own;15035;2/19/2015;Thursday;Highway;1;1.0;34;Phone;1;4.031.356.424;1.0;Large;771.754.312;silver;3.689.196.211;0
352;52;M;1.0;43;39515;1;1;Rent;50025;06/11/2016;Saturday;Local;0;0.0;29;Broker;0;5.999.351.178;6.0;Large;1.258.982.083;gray;42.945.158.610.000.000;0
353;31;M;1.0;81;34336;1;1;Own;80020;2/22/2015;Sunday;Local;1;0.0;7;Phone;0;2.888.991.105;6.0;Compact;2.225.949.378;black;19.676.474.280.000.000;0
354;40;F;0.0;58;36885;1;1;Own;80108;2/16/2015;Monday;Local;2;0.0;49;Phone;0;415.422.536;6.0;Large;2.033.708.264;blue;20.522.903.309.999.900;0
356;24;F;1.0;79;31790;1;1;Rent;20159;4/30/2015;Thursday;Local;0;1.0;96;Broker;0;24.112.912.760.000.000;5.0;Compact;2.290.645.549;black;1.147.225.229;0
357;47;F;0.0;86;38520;1;1;Rent;85036;9/25/2015;Friday;Local;0;0.0;32;Broker;0;65.574.940.670.000.000;8.0;Medium;2.640.755.012;white;1.788.592.124;0
358;28;M;1.0;83;33324;0;1;Rent;80034;02/04/2015;Wednesday;Local;1;1.0;0;Phone;0;6.430.201.863;5.0;Medium;1.484.129.942;white;29.566.814.960.000.000;0
359;39;M;1.0;82;36648;0;0;Own;15005;02/06/2016;Saturday;Highway;0;1.0;83;Broker;0;4.661.986.073;4.0;Large;1.022.945.913;gray;1.150.770.256;0
360;56;F;1.0;39;40260;1;0;Rent;80022;3/23/2015;Monday;Local;0;0.0;93;Phone;1;7.002.941.847;3.0;Large;4.737.282.456;white;1.153.111.232;0
366;57;F;1.0;57;40438;1;1;Rent;15021;03/03/2015;Tuesday;Local;2;0.0;28;Broker;1;77.411.474.450.000.000;10.0;Compact;3.653.346.777;red;3.977.537.855;0
367;40;F;1.0;90;36879;1;0;Rent;85043;11/13/2016;Sunday;Local;0;0.0;1;Phone;1;2.488.423.362;6.0;Compact;31.112.459.010.000.000;white;1.974.968.463;0
368;32;M;1.0;87;34666;0;0;Rent;15025;12/05/2015;Saturday;Highway;0;0.0;88;Phone;1;7.866.293.070.999.990;6.0;Large;2.578.175.967;silver;2.054.581.341;1
371;46;M;1.0;94;38282;1;1;Own;80006;09/02/2016;Friday;Local;0;0.0;95;Broker;0;5.636.253.953;0.0;Compact;313.025.092;white;1.889.166.244;0
373;64;F;1.0;47;41619;1;0;Rent;50021;5/13/2015;Wednesday;Local;1;0.0;3;Broker;1;4.495.425.102;4.0;Medium;20.169.590.819.999.900;other;13.035.045.559.999.900;0
374;53;F;1.0;91;39698;1;0;Own;20111;6/30/2016;Thursday;Highway;0;1.0;0;Phone;1;7.912.431.769;12.0;Large;2.606.069.831;gray;7.681.782.620.999.990;1
375;24;M;0.0;82;31794;1;1;Own;20136;1/15/2015;Thursday;Local;0;0.0;70;Online;0;5.002.308.167;7.0;Medium;3.406.338.967;white;5.959.717;0
380;44;F;1.0;55;37818;1;1;Own;85021;04/09/2016;Saturday;Local;1;1.0;100;Broker;0;7.253.351.656;2.0;Compact;233.253.069;white;2.175.178.161;0
382;28;F;1.0;65;33323;1;1;Own;85023;10/10/2016;Monday;Local;1;0.0;30;Online;0;6.665.327.357;5.0;Medium;15.717.175.490.000.000;other;1.915.089.565;0
383;48;F;1.0;84;38702;0;0;Own;80006;11/24/2016;Thursday;Local;2;0.0;32;Phone;1;2.906.716.735;6.0;Large;327.702.704;white;2.268.164.401;0
384;42;F;1.0;89;37390;1;0;Rent;50003;10/15/2016;Saturday;Local;2;0.0;4;Broker;1;7.091.622.462;2.0;Compact;321.527.755;blue;1.652.351.172;1
385;30;F;1.0;79;34008;0;1;Own;15027;2/26/2015;Thursday;Local;0;0.0;9;Phone;1;3.274.859.128;7.0;Compact;1.349.743.505;red;1.416.455.744;0
386;45;F;1.0;81;38064;0;1;Own;15010;6/14/2016;Tuesday;Local;1;0.0;32;Phone;0;8.739.198.226;6.0;Large;1.600.894.941;gray;1.893.470.956;1
389;45;F;1.0;76;38069;0;1;Own;80035;12/21/2016;Wednesday;Parking Lot;0;0.0;6;Phone;1;71.902.744.920.000.000;4.0;Compact;5.220.140.982;gray;1.311.210.223;0
390;34;F;0.0;94;35269;1;1;Own;50047;10/03/2016;Monday;Parking Lot;0;0.0;97;Phone;0;2.875.157.011;6.0;Large;2.453.784.474;other;2.277.587.171;0
391;61;F;1.0;87;41108;1;1;Own;80001;3/31/2015;Tuesday;Local;0;0.0;31;Broker;1;2.945.793.014;3.0;Large;1.110.507.751;gray;21.027.787.780.000.000;0
392;45;F;0.0;71;38083;1;0;Own;20152;2/19/2016;Friday;Parking Lot;0;0.0;99;Broker;1;6.122.209.089;9.0;Compact;836.301.158;red;13.287.522.579.999.900;0
393;43;M;1.0;85;37610;1;0;Own;20106;12/03/2016;Saturday;Local;0;1.0;84;Broker;1;5.980.517.766;3.0;Medium;21.331.545.680.000.000;blue;1.722.263.541;0
395;68;F;1.0;87;42195;0;0;Rent;15009;5/23/2015;Saturday;Local;0;0.0;1;Broker;1;1.088.767.839;8.0;Compact;1.508.226.734;gray;24.121.166.230.000.000;0
397;44;M;1.0;83;37848;1;1;Own;80021;04/09/2016;Saturday;Local;0;1.0;49;Broker;1;5.343.262.499;5.0;Medium;239.525.686;silver;1.726.868.685;0
398;66;M;1.0;92;41886;0;1;Own;20119;05/04/2015;Monday;Parking Lot;0;0.0;43;Phone;1;6.115.705.592;5.0;Compact;7.083.033.305;blue;1.952.687.196;0
400;32;M;0.0;63;34642;1;1;Rent;50021;4/20/2015;Monday;Highway;0;1.0;2;Online;0;849.951.528;4.0;Medium;1.918.297.379;black;2.202.702.622;0
401;29;M;1.0;87;33661;1;1;Own;50052;10/02/2015;Friday;Highway;2;0.0;54;Online;1;40.891.288.990.000.000;6.0;Large;15.652.290.530.000.000;blue;4.745.881.458;1
405;32;M;1.0;75;34688;0;1;Rent;80005;1/23/2016;Saturday;Local;0;0.0;98;Broker;0;7.216.110.723.000.000;6.0;Large;79.662.050.739.999.900;black;5.124.705.337;0
406;45;M;0.0;84;38061;1;0;Rent;15015;5/18/2015;Monday;Parking Lot;0;0.0;2;Broker;1;4.181.655.995;6.0;Medium;5.429.840.211;other;1.057.148.677;0
407;38;F;0.0;69;36376;1;0;Rent;80021;3/15/2016;Tuesday;Local;1;0.0;4;Phone;0;7.692.734.957;9.0;Medium;2.484.429.095;white;2.427.471.473;1
409;46;M;1.0;69;38285;1;0;Rent;80106;12/10/2016;Saturday;Parking Lot;1;0.0;66;Broker;1;5.619.795.308;3.0;Medium;3.256.834.119;silver;1.013.111.125;0
417;36;M;1.0;79;35844;0;1;Own;15046;7/21/2016;Thursday;Local;0;0.0;4;Phone;1;4.526.090.679;8.0;Large;12.466.357.179.999.900;gray;1.723.858.679;0
418;55;M;1.0;54;40071;1;0;Own;85040;2/18/2016;Thursday;Highway;0;1.0;48;Online;0;4.795.061.916;3.0;Compact;1.892.916.505;blue;1.250.015.186;0
419;23;M;1.0;62;31365;1;1;Rent;80030;08/02/2015;Sunday;Local;0;0.0;69;Online;1;9.985.275.233;1.0;Large;3.105.715.689;gray;8.576.747.176;0
420;24;F;1.0;89;31762;0;0;Rent;50027;8/16/2016;Tuesday;Highway;1;1.0;50;Broker;1;51.608.257.969.999.900;6.0;Medium;2.939.607.513;blue;2.683.041.098;1
421;40;M;1.0;90;36888;0;0;Rent;80005;05/05/2016;Thursday;Highway;0;0.0;56;Broker;1;3.021.516.099;3.0;Compact;25.065.033.040.000.000;other;1.233.158.424;1
422;39;F;1.0;57;36648;1;0;Own;85062;6/27/2015;Saturday;Local;1;0.0;100;Broker;0;4.832.771.952;5.0;Compact;3.814.646.975;gray;24.354.482.369.999.900;0
425;37;F;1.0;74;36115;0;1;Own;85077;09/01/2015;Tuesday;Local;0;1.0;86;Broker;1;43.804.379.340.000.000;3.0;Compact;1.009.839.187;silver;5.322.001.686;0
426;53;M;1.0;30;39711;1;0;Own;80025;09/09/2015;Wednesday;Local;0;0.0;2;Broker;1;6.313.711.244;3.0;Large;36.835.408.339.999.900;gray;176.286.778;0
427;38;M;1.0;90;36361;0;0;Own;80109;2/15/2015;Sunday;Parking Lot;0;0.0;38;Broker;1;26.354.770.329.999.900;7.0;Medium;1.065.408.813;silver;9.220.558.254.000.000;0
429;55;F;1.0;78;40078;1;0;Rent;20103;9/23/2016;Friday;Parking Lot;0;0.0;75;Phone;0;7.009.193.073;6.0;Compact;1.727.939.483;other;1.920.683.149;0
430;35;F;1.0;86;35552;0;0;Rent;50047;12/08/2015;Tuesday;Local;0;1.0;81;Phone;0;5.442.882.053;7.0;Medium;1.315.110.635;blue;4.591.054.886;0
431;68;F;1.0;71;42185;1;0;Rent;85003;06/02/2015;Tuesday;Parking Lot;1;0.0;1;Phone;1;38.033.229.460.000.000;4.0;Medium;61.841.846.679.999.900;blue;1.212.653.276;0
432;36;F;0.0;57;35826;1;0;Own;15035;9/28/2016;Wednesday;Local;0;0.0;99;Phone;1;2.543.832.579;4.0;Large;1.621.084.249;blue;40.394.876.469.999.900;1
434;19;F;0.0;83;29447;1;1;Rent;15004;06/09/2016;Thursday;Local;0;0.0;15;Online;1;1.647.210.648;6.0;Medium;400.257.011;red;2.963.023.893;1
436;45;M;1.0;41;38050;1;1;Own;15037;2/22/2015;Sunday;Parking Lot;0;0.0;63;Phone;0;3.806.590.825;3.0;Large;339.050.327;blue;1.754.805.432;0
437;60;M;1.0;6;40964;1;1;Rent;20137;07/10/2015;Friday;Highway;1;0.0;100;Broker;1;4.203.554.068;4.0;Large;1.740.756.786;red;17.622.273.080.000.000;0
438;34;F;1.0;71;35254;1;1;Own;85025;10/04/2015;Sunday;Parking Lot;0;0.0;40;Phone;1;6.489.985.738;2.0;Large;2.297.936.526;blue;33.184.700.789.999.900;0
439;41;F;1.0;61;37138;1;1;Rent;20109;12/16/2015;Wednesday;Highway;2;1.0;64;Broker;1;2.840.661.727;5.0;Large;3.699.543.472;red;4.195.418.384;1
441;42;M;1.0;67;37381;1;0;Own;50012;05/04/2015;Monday;Local;0;0.0;69;Broker;0;490.938.375;5.0;Medium;1.128.981.842;red;2.736.786.853;0
442;35;M;1.0;70;35542;1;1;Own;15001;6/26/2015;Friday;Local;4;0.0;4;Online;1;6.087.885.932;6.0;Compact;1.697.884.274;other;1.130.544.409;0
443;38;M;1.0;64;36377;0;0;Own;50057;7/18/2015;Saturday;Highway;0;0.0;93;Broker;1;8.606.239.963;6.0;Compact;2.627.567.868;red;3.944.740.423;0
445;42;F;0.0;85;37392;1;1;Rent;15025;11/28/2016;Monday;Highway;0;0.0;27;Phone;0;6.128.578.578.000.000;7.0;Compact;2.127.291.781;blue;1.284.887.567;0
448;39;M;1.0;71;36632;1;1;Own;80108;8/16/2016;Tuesday;Local;0;0.0;61;Broker;1;9.094.699.020.999.990;4.0;Large;167.362.884;black;4.028.332.704;1
449;67;F;0.0;97;42050;1;0;Own;20109;12/17/2016;Saturday;Local;0;0.0;100;Phone;1;6.426.094.382;6.0;Compact;1.873.266.793;silver;30.443.305.160.000.000;0
450;48;M;1.0;52;38710;1;0;Own;15033;9/30/2015;Wednesday;Local;0;0.0;99;Broker;1;183.355.233;8.0;Compact;249.248.787;blue;352.728.554;0
451;35;F;1.0;82;35550;1;1;Own;80102;10/21/2016;Friday;Local;0;1.0;5;Broker;0;31.980.860.190.000.000;6.0;Large;13.852.716;red;2.778.632.848;0
452;45;M;1.0;70;38073;1;1;Own;80010;7/18/2016;Monday;Local;0;0.0;74;Phone;1;7.741.313.037.999.990;4.0;Compact;1.971.104.706;red;26.797.952;0
453;69;M;1.0;83;42360;1;1;Rent;85029;3/19/2015;Thursday;Local;0;1.0;99;Broker;0;3.122.481.894;5.0;Compact;8.983.421.625;other;9.473.028.168;0
457;69;F;1.0;80;42346;1;1;Own;50049;10/28/2015;Wednesday;Parking Lot;0;0.0;35;Broker;0;4.396.440.697;5.0;Large;4.092.337.927;gray;47.015.085;0
458;43;M;0.0;65;37613;1;1;Own;85078;8/21/2015;Friday;Local;2;0.0;28;Phone;1;5.080.317.983;8.0;Compact;3.492.256.558;white;76.176.227.069.999.900;0
460;23;M;1.0;71;31358;1;0;Rent;80034;7/20/2015;Monday;Parking Lot;0;1.0;40;Online;0;1.236.330.575;3.0;Medium;1.815.523.287;other;3.307.284.186;0
461;31;M;1.0;65;34316;1;1;Own;50012;02/12/2016;Friday;Highway;0;0.0;2;Phone;0;3.057.227.559;5.0;Compact;1.930.262.877;gray;6.809.657.789;0
462;44;F;1.0;55;37864;1;0;Own;50029;06/12/2016;Sunday;Highway;0;1.0;65;Broker;1;6.871.881.431.999.990;6.0;Compact;22.167.643.969.999.900;red;322.478.612;0
464;44;M;0.0;89;37842;1;0;Rent;50025;08/05/2016;Friday;Parking Lot;0;0.0;2;Phone;0;4.165.742.653;2.0;Medium;16.029.900.780.000.000;white;1.550.112.536;0
467;60;M;1.0;79;40947;1;1;Rent;20143;3/13/2016;Sunday;Local;0;0.0;50;Phone;1;2.449.730.519;3.0;Compact;4.149.402.882;silver;4.528.396.188;0
469;44;M;0.0;49;37832;1;1;Own;15031;6/16/2015;Tuesday;Parking Lot;4;0.0;35;Broker;1;4.266.276.358;6.0;Medium;10.074.262.859.999.900;other;2.155.103.498;0
472;48;M;1.0;85;38712;0;0;Rent;80037;06/04/2016;Saturday;Parking Lot;1;0.0;100;Phone;0;51.984.766.119.999.900;5.0;Compact;2.857.628.647;gray;4.508.521.909;0
473;33;M;0.0;45;34968;1;1;Own;15012;11/02/2015;Monday;Local;0;0.0;100;Online;1;3.852.141.446;9.0;Medium;472.534.469;silver;2.019.886.447;1
477;43;F;0.0;69;37587;0;0;Rent;20160;10/29/2016;Saturday;Local;0;1.0;1;Online;0;1.581.799.975;6.0;Large;3.349.105.703;gray;1.959.874.947;1
479;42;M;1.0;78;37355;1;1;Own;15031;11/14/2016;Monday;Parking Lot;1;0.0;91;Phone;1;35.011.573.909.999.900;3.0;Medium;14.760.217.830.000.000;silver;1.962.823.619;0
481;57;F;1.0;76;40425;1;1;Rent;15025;01/07/2016;Thursday;Local;0;0.0;43;Phone;1;2.965.590.581;6.0;Large;1.707.885.859;red;1.462.272.582;0
483;52;M;0.0;66;39518;1;1;Own;85008;1/31/2016;Sunday;Highway;1;0.0;4;Broker;0;4.845.925.209;9.0;Compact;36.678.290.239.999.900;red;2.660.088.895;0
484;36;F;1.0;82;35837;1;1;Rent;80004;10/22/2015;Thursday;Local;1;1.0;0;Broker;1;4.197.737.553;3.0;Medium;24.448.112.540.000.000;other;2.864.615.303;0
486;36;F;0.0;84;35824;0;0;Own;15037;09/10/2015;Thursday;Parking Lot;0;0.0;54;Broker;1;4.079.552.892;10.0;Medium;1.829.442.634;other;127.131.723;0
488;30;F;1.0;88;34025;1;0;Own;20107;08/03/2016;Wednesday;Parking Lot;0;0.0;20;Broker;0;6.984.606.464;4.0;Compact;2.533.717.059;other;26.524.959.890.000.000;0
489;33;M;1.0;91;34972;1;1;Rent;20104;9/21/2016;Wednesday;Highway;0;0.0;17;Broker;1;2.362.931.457;2.0;Compact;1.964.953.817;black;3.026.215.239;0
491;44;F;1.0;67;37834;1;1;Rent;85029;1/22/2015;Thursday;Local;0;0.0;38;Broker;0;4.049.738.803;5.0;Medium;2.572.990.059;silver;1.680.740.105;0
492;47;M;1.0;75;38493;0;0;Own;20103;03/02/2015;Monday;Local;0;1.0;76;Phone;0;3.355.944.706;7.0;Medium;9.713.598.103;black;1.293.785.467;0
